source,target,relation,directed,n_cit,category,n_docs_src,n_docs_tgt,evidence
posterior fluid migrations,chaotic facies distribution,impacts,True,1,A_or_B_same_chunk,3,24,"[{""doc"": ""1-s2.0-S0264817216304585-main"", ""tier"": ""same_chunk"", ""snip"": ""Research paper Free gas accumulations in basal shear zones of mass-transport deposits (Pearl River Mouth Basin, South China Sea): An important geohazard on continental slope basins Qiliang Sun a, b, *, Tiago Alves c, Xinong Xie a, b, Jiaxiong He d, **, Wei Li e, Xianglong Ni f a Key Laboratory of Te""}]"
evaporite deformation & mud volcanism,faulty facies distribution,impacts,True,0,A_or_B_same_chunk,14,24,"[{""doc"": ""J. S. Laberg"", ""tier"": ""same_chunk"", ""snip"": ""(consistent) occurrence, E.h. Emiliania huxleyi, P.l. Pseudoemiliania lacunosa, R.a. Reticulofenestra asanoi, G.sp.(l, m) Gephyrocapsa species (large, medium). The synthetic seismogram is from Alves et al. (2014) Landslides 14 & (2017) 851 faults observed are likely associated with loading imposed o""}, {""doc"": ""Two-scale_gravitational_collapse_in_the_Amazon_Fan"", ""tier"": ""same_chunk"", ""snip"": ""ﬂuvio-deltaic, lacustrine and marine strata (Cacipore´ Formation), inﬁlling pull-apart half- grabens (Figueiredo et al. 2007). Open-marine clastic deposition started in the Late Albian (c. 102 Ma) with deposition of deep- water mudstones and siltstones (Limoeiro Formation) that lasted until the Late""}]"
post deposition regional deformation,faulty facies distribution,impacts,True,0,A_or_B_same_chunk,25,24,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""section between the early Oligocene WL-U3 to early Miocene WL-U5 seismic reflections; and B) dominantly turbidite channel–levee seismic facies mixed with MTD seismic facies in a strike section in the later deposits above the WL-5 seismic reflection. The white box at the southern edge of the Antarcti""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""AND PANTIN, H.M., 1986, Self-accelerating tur- bidity currents: Journal of Fluid Mechanics, v. 171, p. 145–181. PASSCHIER, S., O’BRIEN, P.E., DAMUTH, J.E., JANUSCZAK, N., HANDWERGER, D.D., AND WHITEHEAD, J.M., 2003, Pliocene–Pleistocene glaciomarine sedimentation in eastern Prydz Bay and development""}, {""doc"": ""Dos-Reis-et-al-2016-MPG"", ""tier"": ""same_chunk"", ""snip"": ""of the Early Pliocene and the end of the Early Pleistocene, that is to say, between Horizons D (c. 3.8 Ma) and H (c. 1.8 Ma). The younger PM3 and PM4 took place during the mid to late Pleistocene, as indicated by the age of the stratigraphic horizon H (c. 1.8 Ma) which lies just below AM3 (Figs. 8 a""}]"
frontal compression,ridged facies distribution,impacts,True,2,A_or_B_same_chunk,24,24,"[{""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""it onlaps and erodes an underlying external levee. It is truncated by S2 (Fig. 6a). Structural deformation hinders the identiﬁ- cation of its eastern depositional limit, seismic facies or transport direction. MTC S2 overlies an erosion surface that incises S1 and is erosionally overlain by S3 (Fig. ""}, {""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""on Wiley Online Library for rules of use; OA articles are governed by the applicable Creative Commons License N NDA Central Region SDA N1 UA (c) (b) Northern Region Central Region NDA (d) Onlapping, undeformed CLCs N1 N1 N2 N2 N2 terminates against C1 N1 underliesC1 C1 E 0 2 500 m 4 km SW N2 AS AS F""}, {""doc"": ""Bourget,j"", ""tier"": ""same_chunk"", ""snip"": ""al. � 2010 The Authors. Journal compilation � 2010 International Association of Sedimentologists, Sedimentology, 58, 376–406 13653091, 2011, 2, Downloaded from https://onlinelibrary.wiley.com/doi/10.1111/j.1365-3091.2010.01168.x by Bibliothèque de Sorbonne Université, Wiley Online Library on [16/04/""}]"
topography confinement downwards,frontal compression,impacts,True,1,A_or_B_same_chunk,21,24,"[{""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""ridges, steps, and remnant (but aligned) ridges of strata close to basal shear planes of MTDs are important features of high D (see Alves, 2013). Toe regions show the largest variability in terms of absolute values of D because of the existence of inherited topography that will potentially con- trol""}, {""doc"": ""Bourget,j"", ""tier"": ""same_chunk"", ""snip"": ""subduction zone (Ellouz- Zimmermann et al., 2007b). The LMR interacts with the accretionary wedge and causes general uplift of the eastern wedge as well as stacking of thrust faults and steeper slopes of the frontal structure (Ellouz-Zimmermann et al., 2007b; Mouchot, 2009). The regional distributio""}, {""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""also for those described by previous studies. Frontally conﬁned MTCs are characterised by the develop- ment of large-scale thrust and fold systems (Huvenne et al., 2002; Frey Martinez et al., 2006; Gafeira et al., 2007), whilst those which are frontally emergent typically exhibit pressure ridges (e.""}]"
flow direction,ridged facies distribution,impacts,True,1,A_direct,35,24,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""most MTD sheets generated by such failures are relatively thin (120 to 300 ms) and have short run-out distances of 5 to 35 km across the abyssal seafloor adjacent to the slope (Table 1; Goldfinger et al., 2000; Nelson et al., 2000). These short run-out distances (Figs. 5, 6) contrast with MTD sheets""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""section between the early Oligocene WL-U3 to early Miocene WL-U5 seismic reflections; and B) dominantly turbidite channel–levee seismic facies mixed with MTD seismic facies in a strike section in the later deposits above the WL-5 seismic reflection. The white box at the southern edge of the Antarcti""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""Cooper A.K., Raymond, C.R., and the 10th ISAES Editorial Team, eds., Proceedings of the 10th ISAES, U.S. Geological Survey OF-2007-1047, Short Research Paper 026, doi:10.31333/of2007-1047.srp026. [ONLINE] http://pubs.usgs.gov/ of/2007/1047/srp/srp026/index.html EXPEDITION 308 SCIENTISTS, 2005, Overp""}]"
flow behavior: elastic,ridged facies distribution,impacts,True,2,A_direct,27,24,"[{""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""most MTD sheets generated by such failures are relatively thin (120 to 300 ms) and have short run-out distances of 5 to 35 km across the abyssal seafloor adjacent to the slope (Table 1; Goldfinger et al., 2000; Nelson et al., 2000). These short run-out distances (Figs. 5, 6) contrast with MTD sheets""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""section between the early Oligocene WL-U3 to early Miocene WL-U5 seismic reflections; and B) dominantly turbidite channel–levee seismic facies mixed with MTD seismic facies in a strike section in the later deposits above the WL-5 seismic reflection. The white box at the southern edge of the Antarcti""}, {""doc"": ""9781565762879_ch03"", ""tier"": ""same_chunk"", ""snip"": ""Cooper A.K., Raymond, C.R., and the 10th ISAES Editorial Team, eds., Proceedings of the 10th ISAES, U.S. Geological Survey OF-2007-1047, Short Research Paper 026, doi:10.31333/of2007-1047.srp026. [ONLINE] http://pubs.usgs.gov/ of/2007/1047/srp/srp026/index.html EXPEDITION 308 SCIENTISTS, 2005, Overp""}]"
seafloor shapes and dip variations,thrust fault angle increase to toe,impacts,True,1,A_or_B_same_chunk,21,23,"[{""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""International Association of Sedimentologists 75 MTCs as markers of fold belt evolution 13652117, 2018, S1, Downloaded from https://onlinelibrary.wiley.com/doi/10.1111/bre.12208 by Bibliothèque de Sorbonne Université, Wiley Online Library on [13/03/2025]. See the Terms and Conditions (https://online""}, {""doc"": ""Ian R. Clark, Joseph A. Cartwright"", ""tier"": ""same_chunk"", ""snip"": ""This study subdivides the post-Messinian sedimentary section further into three sub-units, with each unit being deﬁned by its own seismic- Fig. 2. Block diagram summarising the methodology used to characterise the channel levee systems in this study. Channel isochron maps were calculated between the""}, {""doc"": ""1-s2.0-S0025322713000571-main"", ""tier"": ""same_chunk"", ""snip"": ""quadrants show DBs and SDBs (Fig. 9d). In summary, ramps within the drag zones frequently relate to the deposition of blocky MTDs, while those beyond the drag zones mostly favoured the deposition of debrites (Fig. 12b). Geometrically, three kinds of axial ratio are common in the drag zones; these ar""}]"
post deposition regional deformation,thrust fault angle increase to toe,impacts,True,1,A_or_B_same_chunk,25,23,"[{""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""potential. They can also correlate with the presence of fluids (bright spots), further presenting the CDE method as a valid approach to characterize MTDs in terms of their reservoir po- tential and seal competence. By using this same method for successive intervals, one can estimate the degree of in""}, {""doc"": ""Bourget,j"", ""tier"": ""same_chunk"", ""snip"": ""plunge pool formation. If signiﬁcant trapping of coarse-grained sediments occur within the plunge pools, they could potentially form substantial reservoirs in hydro- carbon-bearing subsurface successions. However, this possibility would depend on their longer term evolution and preservation (includi""}, {""doc"": ""Dos-Reis-et-al-2016-MPG"", ""tier"": ""same_chunk"", ""snip"": ""set of thrusts emerges above the general regional datum deﬁned by the top of the landslide mass, creating a positive topography of about 100 m high (Figs. 13 and 14B). Similarly, near its eastern end in the Par�a-Maranh~ao basin, the land- slide mass ramps up from about 450 m to 100 m below sea- ﬂoo""}]"
lithology of underlying material in source zone,thrust fault angle increase to toe,impacts,True,1,A_or_B_same_chunk,21,23,"[{""doc"": ""Basin Research - 2016 - Ortiz‐Karpf - Mass‐transport complexes as markers of deep‐water fold‐and‐thrust belt evolution "", ""tier"": ""same_chunk"", ""snip"": ""the southern and central regions (Figs 5f and 8d); although an erosion surface can locally be observed between MTC S6 and MTC C1 (Fig. 5), it is not consistently traceable, meaning it is possible that S6 is part of C1 (Fig. 6a). To the SW, S6 thins and pinches-out against relief developed along the ""}, {""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""due to a realignment of the maximum compressive stress, causing different rates of displacement across the width of the MTC toe (Frey Martinez et al., 2006). Prior et al. (1984) sug- gested that the development of pressure ridges may progress through a combination of ‘stopping’ forces and resistance""}, {""doc"": ""Bull & Cartwright (2009)"", ""tier"": ""same_chunk"", ""snip"": ""failed material moves over the basal shear surface, or indeed, a combination of these two factors may be critical (Strachan, 2002a; Frey Martinez et al., 2005). Strachan (2002a) postulated that pre-existing weaknesses in the basal shear surface, caused by original deposition of the sediments, may be""}]"
remobilization,upward connection to other MTDs,impacts,True,0,A_direct,5,27,"[{""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""for steeply steeping strata flanking diapir B (Figures 13B, 14B, 16A). In this CDE plot, we discriminate be- tween strata with distinct degrees of disaggregation alternating and intact blocks with remnant sub- horizontal strata. Based on the plot in Figure 17 and on data from the two other case stud""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""common to translation zones of Alves et al. 815 MTDs, where debrites are common, as they record the bulk of downslope movement of such strata (Varnes, 1978; Frey-Martinez et al., 2006). Dis- tinct degrees of strata remobilization can occur in this region, a factor creating variations in the absolute""}, {""doc"": ""Alves_AAPG_MTDs_14"", ""tier"": ""same_chunk"", ""snip"": ""lead to the complete stop of the MTD (Alves, 2013). Therefore, in toe regions of MTDs, failed sediment will potentially show low C, D, and E when reflecting a high degree of disaggre- gation and very moderate amplitude contrasts in strata. One significant control on C and E is the nature of the sour""}]"
